directory,total_segs,covered_segs,inner_missing,gap_count,gap_index,gap_section,gap_local_n_start,gap_local_n_end,gap_missing_count,gap_sample_heb
hullin_127,41,34,6,2,1,Hullin 127a,3,4,2,"וְדִין הוּא: טִימֵּא בְּחוּלְדָּה וְטִימֵּא בְּעַכְבָּר, מָה חוּלְדָּה – כֹּל שֶׁשְּׁמָהּ חוּלְדָּה,"
hullin_127,41,34,6,2,2,Hullin 127b,3,4,2,"גְּמָ׳ טוּמְאַת אֳכָלִין – אִין, טוּמְאַת נְבֵלָה – לָא."
hullin_134,44,43,6,1,1,Hullin 134b,7,10,4,"לְהַפְשִׁיט אֶת הָרֹאשׁ – לֹא יַפְשִׁיט אֶת הַלֶּחִי, וְאִם אֵין שָׁם כֹּהֵן – מַעֲלִין אוֹתָן בְּדָ"
hullin_58,32,25,6,2,1,Hullin 58a,6,8,3,"וְלִיפַּלְגוּ לְהֶדְיוֹט, לְהוֹדִיעֲךָ כֹּחוֹ דְּרַבִּי אֱלִיעֶזֶר, דַּאֲפִילּוּ לְהֶדְיוֹט נָמֵי אָ"
hullin_58,32,25,6,2,2,Hullin 58b,6,7,2,"הָהִיא גּוּבְתָּא דַּהֲוָה נָפְקָא מִבֵּי כָסֵי לְהוּבְלִילָא, סָבַר רַב אָשֵׁי לְמִיטְרְפַהּ. אֲמַר"
hullin_77,32,28,6,2,1,Hullin 77b,3,5,3,"טוּמְאַת נְבֵילוֹת נָמֵי תְּנֵינָא: ״בְּנִבְלָתָהּ״ – וְלֹא בָּעוֹר, וְלֹא בְּעַצְמוֹתָיו, וְלֹא בַּ"
hullin_77,32,28,6,2,2,Hullin 77b,14,15,2,וּבַמּוּקְדָּשִׁין תִּקָּבֵר. מַאי טַעְמָא? רוּבָּא בַּר מִיקְדָּשׁ הוּא.
hullin_79,31,27,6,1,1,Hullin 79b,12,14,3,"לְעוֹלָם בִּצְבִי הַבָּא עַל הַתְּיָישָׁה, וְרַבָּנַן סַפּוֹקֵי מְסַפְּקָא לְהוּ אִי חוֹשְׁשִׁין לְז"
keritot_16,36,25,6,2,1,Keritot 16a,18,19,2,"וּזְדוֹן שַׁבָּת וְשִׁגְגַת מְלָאכוֹת הוּא דְּבָעֵי מִינֵּיהּ, אִי כְּגוּפִין דָּמְיָין אִי לָא,"
keritot_16,36,25,6,2,2,Keritot 16b,1,2,2,מִסְתַּבְּרָא שִׁגְגַת שַׁבָּת וּזְדוֹן מְלָאכוֹת פְּשִׁיטָא לֵיהּ דְּיָמִים שֶׁבֵּינְתַיִים הָוַיִי
keritot_7,51,31,6,1,1,Keritot 7a,13,17,5,"לֹא, אִם אָמַרְתָּ בְּחַטָּאת וְאָשָׁם, שֶׁאֵין מְכַפְּרִין עַל הַמֵּזִיד כַּשּׁוֹגֵג, תֹּאמַר בְּיו"
ketubot_10,28,27,6,2,1,Ketubot 10b,5,6,2,מַאי ״דּוֹרְקְטִי״ — דּוֹר קָטוּעַ. אָמַר רַבִּי חֲנִינָא: תַּנְחוּמִים שֶׁל הֶבֶל נִיחֲמוֹ רַבָּן ג
ketubot_10,28,27,6,2,2,Ketubot 10b,11,12,2,"וְאָמַר רַב חָנָא בַּגְדָּתָאָה: ״מָטָר״ — מַשְׁקֶה, מַרְוֶה, וּמְזַבֵּל, וּמְעַדֵּן, וּמַמְשִׁיךְ. "
ketubot_29,16,16,6,2,1,Ketubot 29b,2,3,2,"וְהָנֵי בְּנֵי קְנָסָא נִינְהוּ? וְאַמַּאי? אִיקְּרִי כָּאן: ״וְלוֹ תִּהְיֶה לְאִשָּׁה״, אִשָּׁה הָר"
ketubot_29,16,16,6,2,2,Ketubot 29b,5,7,3,וְרֵישׁ לָקִישׁ מַאי טַעְמָא לָא אָמַר כְּרַב פָּפָּא? הָהוּא מִיבְּעֵי לֵיהּ לִגְזֵירָה שָׁוָה. דְּ
ketubot_40,22,15,6,2,1,Ketubot 40b,6,7,2,"וְכִי תֵּימָא נֵילַף מִינֵּיהּ, מָמוֹנָא מֵאִיסּוּרָא לָא יָלְפִינַן. וְכִי תֵּימָא נֵילַף מִקְּנָסָ"
ketubot_40,22,15,6,2,2,Ketubot 40b,10,11,2,"גְּמָ׳ אָמַר רַב יְהוּדָה אָמַר רַב: זוֹ דִּבְרֵי רַבִּי מֵאִיר, אֲבָל חֲכָמִים אוֹמְרִים: יֵשׁ לָהּ"
ketubot_51b,34,27,6,1,1,Ketubot 51a,9,10,2,"לֹא כָּתַב לָהּ: ״אִם תִּשְׁתְּבַאי, אֶפְרְקִינִּךְ וְאוֹתְבִינִּךְ לִי לְאִינְתּוּ״, וּבְכֹהֶנֶת: ״"
ketubot_59,29,25,6,1,1,Ketubot 59a,7,8,2,וּמִי אָמַר שְׁמוּאֵל הָכִי? וְהָתְנַן: ״קֻוֽנָּם שֶׁאֲנִי עוֹשָׂה לְפִיךָ״ — אֵינוֹ צָרִיךְ לְהָפֵר
kiddushin_10,25,25,6,1,1,Kiddushin 10a,4,6,3,אִיבַּעְיָא לְהוּ: תְּחִילַּת בִּיאָה קוֹנָה אוֹ סוֹף בִּיאָה קוֹנָה? נָפְקָא מִינַּהּ כְּגוֹן שֶׁהֶ
kiddushin_11,20,20,6,1,1,Kiddushin 11b,2,5,4,"הָתָם דּוּמְיָא דְּכֵלִים, מָה כֵּלִים שְׁנַיִם – אַף כֶּסֶף שְׁנַיִם, וּמָה כֶּסֶף דָּבָר חָשׁוּב –"
kiddushin_16,39,24,6,1,1,Kiddushin 16a,8,12,5,"וְרַב הוּנָא, הַאי ״לֹא תֵצֵא כְּצֵאת הָעֲבָדִים״ מַאי דָּרֵישׁ בֵּיהּ? הָהוּא מִיבְּעֵי לֵיהּ: שֶׁא"
kiddushin_19,32,21,6,1,1,Kiddushin 19a,13,1,4,"אָמַר רָבָא אָמַר רַב נַחְמָן: אוֹמֵר אָדָם לְבִתּוֹ קְטַנָּה ״צְאִי וְקַבְּלִי קִידּוּשַׁיִךְ״, מִד"
kiddushin_50,33,29,6,2,1,Kiddushin 50a,17,18,2,עַל מְנָת שֶׁאֵין עָלֶיהָ מוּמִין וְנִמְצְאוּ בָּהּ מוּמִין – אֵינָהּ מְקוּדֶּשֶׁת. כְּנָסָהּ סְתָם 
kiddushin_50,33,29,6,2,2,Kiddushin 50b,6,7,2,"וְאַבָּיֵי: ״לָא מִיבַּעְיָא״ קָאָמַר. לָא מִיבַּעְיָא בְּעָלְמָא, דְּלָא נְחֵית לְתוֹרַת קִידּוּשִׁ"
kiddushin_53,24,24,6,1,1,Kiddushin 53b,5,8,4,"בְּעָא מִינֵּיהּ רָבָא מֵרַב חִסְדָּא: אִשָּׁה אֵין מִתְקַדֶּשֶׁת, מָעוֹת מַהוּ שֶׁיֵּצְאוּ לְחוּלִּ"
kiddushin_67b,28,11,6,1,1,Kiddushin 67b,12,15,4,"וְאֵימָא: אִידֵּי וְאִידֵּי בַּאֲחוֹת אִשָּׁה, הָא – לְכַתְּחִילָּה, הָא – דִיעֲבַד! אִין הָכִי נָמֵ"
kiddushin_68,23,22,6,2,1,Kiddushin 68a,10,13,4,"וְרַבָּנַן, אַדְּמוֹקֵי לַהּ בְּחַיָּיבֵי לָאוִין, נוֹקְמַהּ בְּחַיָּיבֵי עֲשֵׂה!"
kiddushin_68,23,22,6,2,2,Kiddushin 68b,4,5,2,אָמַר רָבִינָא: שְׁמַע מִינַּהּ: בֶּן בִּתְּךָ הַבָּא מִן הַנׇּכְרִי – קָרוּי בִּנְךָ. נֵימָא קָסָבַ
kiddushin_69,32,23,6,1,1,Kiddushin 69a,8,11,4,רַבִּי אֱלִיעֶזֶר אוֹמֵר: הֲרֵי זֶה עֶבֶד מַמְזֵר. אָמַר רַבִּי אֶלְעָזָר: מַאי טַעְמֵיהּ דְּרַבִּי 
kiddushin_7,30,30,6,3,1,Kiddushin 7a,4,5,2,"מִי דָּמֵי? עָרֵב, הַאי דְּקָא קָנֵי לֵיהּ קָא חָסַר מָמוֹנָא, הַאי גַּבְרָא קָא קָנֵי לַהּ לְהַאי א"
kiddushin_7,30,30,6,3,2,Kiddushin 7b,1,2,2,"שְׁמַע מִינַּהּ בַּעֲלֵי חַיִּים נִדְחִים,"
kiddushin_7,30,30,6,3,3,Kiddushin 7b,7,8,2,בָּעֵי רָבָא: ״שְׁתֵּי בְנוֹתֶיךָ לִשְׁנֵי בָנַי בִּפְרוּטָה״ מַהוּ? בָּתַר נוֹתֵן וּמְקַבֵּל אָזְלִ
makkot_24,38,38,6,1,1,Makkot 24a,18,19,2,"״הֹלֵךְ צְדָקוֹת״ – זֶה אַבְרָהָם אָבִינוּ, דִּכְתִיב ״כִּי יְדַעְתִּיו לְמַעַן אֲשֶׁר יְצַוֶּה וְגו"
makkot_8,34,24,6,1,1,Makkot 8a,16,2,4,"אֲמַר לֵיהּ רַב אַדָּא בַּר אַהֲבָה לְרָבָא: כֹּל הֵיכָא דִּכְתִיב ״אֲשֶׁר״, דְּאִי בָּעֵי הוּא? אֶל"
megillah_11,38,30,6,2,1,Megillah 11a,16,17,2,וּשְׁמוּאֵל אָמַר: שֶׁהוּשְׁחֲרוּ פְּנֵיהֶם שֶׁל יִשְׂרָאֵל בְּיָמָיו כְּשׁוּלֵי קְדֵרָה. וְרַבִּי י
megillah_11,38,30,6,2,2,Megillah 11b,10,11,2,תַּמְנֵי וּתְלָתִין וּשְׁבַע — הֲרֵי אַרְבְּעִין וַחֲמֵשׁ דִּנְבוּכַדְנֶצַּר. וְעֶשְׂרִין וּתְלָת דּ
menachot_15,32,32,6,1,1,Menachot 15b,4,8,5,"לְאִיפַּגּוֹלֵי כְּבָשִׂים לָא קָא מִיבַּעְיָא לִי, הַשְׁתָּא כּוּלּוֹ מִלֶּחֶם לָא מִפַּגְּלִי, מֵה"
menachot_24,33,33,6,1,1,Menachot 24a,7,9,3,"כִּי יָכוֹל לִקְמוֹץ מִיהָא כְּשֵׁירוֹת, אַמַּאי? הָךְ דִּמְעָרַב הָא לָא נָגַע!"
menachot_30,35,30,6,1,1,Menachot 30b,11,13,3,"אֶלָּא אַהָא: בָּרִאשׁוֹנָה הָיוּ אוֹמְרִים הַיּוֹצֵא בְּקוֹלָר וְאָמַר ״כִּתְבוּ גֵּט לְאִשְׁתִּי״,"
menachot_38,23,21,6,2,1,Menachot 38b,1,2,2,אִילֵּימָא חִיסֵּר מִצְוָה דְּלָבָן וְקִיֵּים מִצְוָה דִּתְכֵלֶת – לְרַבִּי עַכּוֹבֵי מְעַכֵּב אַהֲד
menachot_38,23,21,6,2,2,Menachot 38b,8,9,2,"אֲמַר לֵיהּ רָמֵי בַּר חָמָא: לֹא נִצְרְכָא אֶלָּא לְטַלִּית שֶׁכּוּלָּהּ תְּכֵלֶת, דְּמִצְוָה לְאַק"
menachot_43,40,35,6,1,1,Menachot 43b,1,4,4,הַאי ״אֲשֶׁר תְּכַסֶּה בָּהּ״ מַאי עָבְדִי לֵיהּ? מִיבְּעֵי לְהוּ לְכִדְתַנְיָא: ״עַל אַרְבַּע כַּנְ
menachot_48,35,25,6,2,1,Menachot 48a,17,18,2,וְאַמַּאי? לֵימָא: ״עֲמוֹד חֲטָא בִּשְׁבִיל שֶׁתִּזְכֶּה״!
menachot_48,35,25,6,2,2,Menachot 48b,9,10,2,"הַאי תַּנָּא, תַּנָּא דְּבֵי לֵוִי הוּא."
menachot_5,42,31,6,1,1,Menachot 5b,9,11,3,"מָה לְחֵלֶב וָדָם, שֶׁכֵּן בָּאִין מִכְּלַל הֶיתֵּר, תֹּאמַר בִּטְרֵיפָה שֶׁכּוּלָּהּ אֲסוּרָה, וְלֹ"
moed_katan_14,38,34,6,1,1,Moed Katan 14b,5,7,3,"אָמַר רַב פִּנְחָס, אַף אֲנַן נָמֵי תְּנֵינָא: כׇּל אֵלּוּ שֶׁאָמְרוּ מוּתָּר לְגַלֵּחַ בַּמּוֹעֵד —"
nedarim_11,15,14,6,1,1,Nedarim 11a,3,5,3,"אֶלָּא רַבִּי יְהוּדָה הִיא. אֵימָא סֵיפָא, רַבִּי יְהוּדָה אוֹמֵר: הָאוֹמֵר ״יְרוּשָׁלַיִם״ — לֹא א"
nedarim_67,14,14,6,2,1,Nedarim 67a,6,1,2,"אִי מִשּׁוּם נְשׂוּאָה, קְרָא אַחֲרִינָא כְּתִיב: ״וְאִם בֵּית אִישָׁהּ נָדָרָה״. אֵימָא תַּרְוַיְיה"
nedarim_67,14,14,6,2,2,Nedarim 67b,5,6,2,"אִם כֵּן, ״בֵּית אִישָׁהּ נָדָרָה״ לְמַאי כְּתִב? קַל וָחוֹמֶר: וּמָה בִּמְקוֹם אָב אָרוּס מֵיפֵר לְ"
niddah_50,32,30,6,1,1,Niddah 50a,8,11,4,"מַתְנִי' כֹּל שֶׁחַיָּיב בַּמַּעַשְׂרוֹת — מִטַּמֵּא טוּמְאַת אֳוכָלִין, וְיֵשׁ שֶׁמִּטַּמֵּא טוּמְא"
pesachim_69,30,23,6,2,1,Pesachim 69a,4,5,2,"אִי הָכִי — מִשְׁחָט נָמֵי לָא נִשְׁחֹט, שֶׁמָּא יִמָּצֵא זֶבַח פָּסוּל, וְנִמְצָא מְחַלֵּל אֶת הַשּ"
pesachim_69,30,23,6,2,2,Pesachim 69b,2,4,3,"עֲרֵילוּת, דְּאִי כּוּלֵּיהּ צִיבּוּר עֲרֵלִים נִינְהוּ, אָמְרִינַן לְהוּ: קוּמוּ מְהוּלוּ נַפְשַׁיְ"
pesachim_7,35,28,6,1,1,Pesachim 7a,3,4,2,וּלְבָתַר אִיסּוּרָא לָא מָצֵי מְבַטֵּיל לֵיהּ? וְהָא תַּנְיָא: הָיָה יוֹשֵׁב בְּבֵית הַמִּדְרָשׁ וְ
sanhedrin_102,38,32,6,1,1,Sanhedrin 102a,10,13,4,״לָכֵן תִּתְּנִי שִׁלּוּחִים עַל מוֹרֶשֶׁת גַּת בָּתֵּי אַכְזִיב לְאַכְזָב לְמַלְכֵי יִשְׂרָאֵל״. אָ
sanhedrin_107,37,29,6,2,1,Sanhedrin 107a,11,12,2,"וְלֹא עוֹד, אֶלָּא בְּשָׁעָה שֶׁהֵם עוֹסְקִין בְּאַרְבַּע מִיתוֹת בֵּית דִּין, פּוֹסְקִין מִמִּשְׁנָ"
sanhedrin_107,37,29,6,2,2,Sanhedrin 107b,6,7,2,"מַאי עֲבַד? אִיכָּא דְּאָמְרִי: אֶבֶן שׁוֹאֶבֶת תָּלָה לְחַטַּאת יָרׇבְעָם, וְהֶעֱמִידָהּ בֵּין שָׁמ"
sanhedrin_11,24,23,6,1,1,Sanhedrin 11b,5,9,5,"תָּנוּ רַבָּנַן: עַל שְׁלֹשָׁה דְּבָרִים מְעַבְּרִין אֶת הַשָּׁנָה – עַל הָאָבִיב, וְעַל פֵּירוֹת הָ"
sanhedrin_36,28,24,6,2,1,Sanhedrin 36a,16,1,2,"אָמַר רַב: שׁוֹנֶה אָדָם לְתַלְמִידוֹ, וְדָן עִמּוֹ בְּדִינֵי נְפָשׁוֹת. מֵיתִיבִי: הַטְּהָרוֹת וְהַ"
sanhedrin_36,28,24,6,2,2,Sanhedrin 36b,9,10,2,וְאֵין הַכֹּל כְּשֵׁרִין לָדוּן דִּינֵי נְפָשׁוֹת. מַאי טַעְמָא? דְּתָנֵי רַב יוֹסֵף: כְּשֵׁם שֶׁבֵּ
sanhedrin_42,36,35,6,1,1,Sanhedrin 42b,12,14,3,"אַדְּרַבָּה, מִשְּׁחוּטֵי חוּץ הֲוָה לֵיהּ לְמֵילַף,"
sanhedrin_75,38,36,6,2,1,Sanhedrin 75a,13,14,2,"יֵשׁ בִּכְלַל אִשָּׁה וּבִתָּהּ: חֲמוֹתוֹ, וְאֵם חֲמוֹתוֹ, וְאֵם חָמִיו. לְאַבָּיֵי, אַיְּידֵי דְּקָ"
sanhedrin_75,38,36,6,2,2,Sanhedrin 75a,18,20,3,"מִנַּיִן לַעֲשׂוֹת לְמַטָּה כִּלְמַעְלָה? נֶאֱמַר כָּאן ״זִמָּה״, וְנֶאֱמַר לְהַלָּן ״זִמָּה״. מָה ל"
sanhedrin_76,44,32,6,2,1,Sanhedrin 76a,8,9,2,"לְמַאן דְּאָמַר: סְקִילָה חֲמוּרָה, אִיכָּא לְמִיפְרַךְ: מָה לְהוּא – שֶׁכֵּן אִמּוֹ בִּסְקִילָה, תּ"
sanhedrin_76,44,32,6,2,2,Sanhedrin 76a,12,13,2,"לְמַאן דְּאָמַר סְקִילָה חֲמוּרָה, אִיכָּא לְמִיפְרַךְ: מָה לְהוּא – שֶׁכֵּן אִמּוֹ בִּסְקִילָה, תֹּ"
sanhedrin_95,32,29,6,1,1,Sanhedrin 95a,9,10,2,הָהוּא יוֹמָא אַפַּנְיָא דְּמַעֲלֵי שַׁבְּתָא הֲוָה. אֲבִישַׁי בֶּן צְרוּיָה הֲוָה קָא חָיֵיף רֵישֵׁ
shabbat_14,16,15,6,3,1,Shabbat 14a,3,4,2,שׁוֹתֶה מַשְׁקִין טְמֵאִין — מַאי טַעְמָא גְּזַרוּ בֵּיהּ רַבָּנַן טוּמְאָה? דְּזִימְנִין דְּשָׁתֵי 
shabbat_14,16,15,6,3,2,Shabbat 14a,6,7,2,וְטָהוֹר שֶׁנָּפְלוּ עַל רֹאשׁוֹ וְרוּבּוֹ שְׁלֹשָׁה לוּגִּין מַיִם שְׁאוּבִין — מַאי טַעְמָא גְּזַר
shabbat_14,16,15,6,3,3,Shabbat 14b,2,3,2,"וּטְבוּל יוֹם — טְבוּל יוֹם דְּאוֹרָיְיתָא הוּא, דִּכְתִיב: ״וּבָא הַשֶּׁמֶשׁ וְטָהֵר״! סְמִי מִכָּא"
shabbat_156,24,20,6,1,1,Shabbat 156a,13,1,3,"וְאַף רַב סָבַר אֵין מַזָּל לְיִשְׂרָאֵל, דְּאָמַר רַב יְהוּדָה אָמַר רַב: מִנַּיִין שֶׁאֵין מַזָּל "
shabbat_21,25,21,6,1,1,Shabbat 21b,1,2,2,"אֵין זָקוּק לָהּ, וּמוּתָּר לְהִשְׁתַּמֵּשׁ לְאוֹרָהּ. אָמַר רַבִּי זֵירָא אָמַר רַב מַתְנָה, וְאָמְ"
shabbat_50,37,35,6,2,1,Shabbat 50a,7,8,2,"בִּשְׁלָמָא רַב הוּא דְּאָמַר כְּתַנָּא קַמָּא, וּשְׁמוּאֵל נָמֵי הוּא דְּאָמַר כְּרַבָּן שִׁמְעוֹן "
shabbat_50,37,35,6,2,2,Shabbat 50b,7,8,2,בְּעוֹ מִינֵּיהּ מֵרַב שֵׁשֶׁת: מַהוּ לִפְצוֹעַ זֵיתִים בְּשַׁבָּת? אֲמַר לְהוּ וְכִי בְּחוֹל מִי הִ
shabbat_62,44,38,6,2,1,Shabbat 62a,9,11,3,גְּמָ׳ אָמַר עוּלָּא וְחִילּוּפֵיהֶן בְּאִישׁ. אַלְמָא קָסָבַר עוּלָּא: כָּל מִידֵּי דַּחֲזֵי לְאִיש
shabbat_62,44,38,6,2,2,Shabbat 62b,10,12,3,״הַשֹּׁכְבִים עַל מִטּוֹת שֵׁן וּסְרֻחִים עַל עַרְשׂוֹתָם״. אָמַר רַבִּי יוֹסֵי בְּרַבִּי חֲנִינָא: 
shevuot_21,31,24,6,2,1,Shevuot 21a,12,14,3,"אֵיתִיבֵיהּ רַבִּי יִרְמְיָה לְרַבִּי אֲבָהוּ: ״שְׁבוּעָה שֶׁלֹּא אוֹכַל כִּכָּר זוֹ״, ״שְׁבוּעָה שׁ"
shevuot_21,31,24,6,2,2,Shevuot 21b,6,8,3,"וּבְדִין הוּא דְּבָעֵי אִיפְּלוֹגֵי בְּעָלְמָא, וְהַאי דְּקָא מִיפַּלְגִי הָכָא – לְהוֹדִיעֲךָ כּוֹח"
shevuot_7,31,31,6,2,1,Shevuot 7a,2,4,3,אָמַר קְרָא: ״בָּהּ״; ״בָּהּ״ – לְמַעוֹטֵי תְּרוּמָה.
shevuot_7,31,31,6,2,2,Shevuot 7a,8,9,2,הָא מִיעֵט רַחֲמָנָא ״בָּהּ״. אֵימָא ״בָּהּ״ – לְמַעוֹטֵי מִקְדָּשׁ! מִסְתַּבְּרָא מִקְדָּשׁ לָא מְמ
sotah_26,33,32,6,2,1,Sotah 26b,1,2,2,מַהוּ דְּתֵימָא: ״נִטְמָאָה״ ״נִטְמָאָה״ שְׁנֵי פְּעָמִים: אֶחָד לַבַּעַל וְאֶחָד לַבּוֹעֵל. הֵיכָא 
sotah_26,33,32,6,2,2,Sotah 26b,5,6,2,וְאֶלָּא לְמַעוֹטֵי נׇכְרִי? וְהָאָמַר רַב הַמְנוּנָא: נׇכְרִי מְקַנִּין עַל יָדוֹ וּפוֹסֵל בִּתְרוּ
sotah_45,46,33,6,1,1,Sotah 45a,17,19,3,"אֲמַר לֵיהּ רַב כָּהֲנָא לְרַב פַּפֵּי, וְאָמְרִי לָהּ רַב כָּהֲנָא לְרַב זְבִיד: תִּפְשׁוֹט לֵיהּ מ"
taanit_4,34,33,6,1,1,Taanit 4a,16,2,3,וְאִיכָּא דְאָמְרִי: לֵימָא
tamid_33,26,13,6,2,1,Tamid 33a,7,8,2,הֲדַרַן עֲלָךְ אָמַר לָהֶם הַמְמוּנֶּה
tamid_33,26,13,6,2,2,Tamid 33a,10,11,2,"**ב** מִי שֶׁזָּכָה בַּמַּחְתָּה, צָבַר אֶת הַגֶּחָלִים עַל גַּבֵּי הַמִּזְבֵּחַ, וְרִדְדָּן בְּשׁוּ"
temurah_21,37,34,6,1,1,Temurah 21a,22,1,2,"כֵּיוָן דְּאִי אִיתֵיהּ לְדָם (לא) [לָאו] בַּר זְרִיקָה הוּא, אָתֵי בָּשָׂר יָלֵיף מִדָּם,"
yevamot_103,36,26,6,2,1,Yevamot 103a,9,10,2,"וְאָמַר אַמֵּימָר: הַאי מַאן דִּמְסַגֵּי עַל לִיחֲתָא דְּכַרְעֵיהּ, לָא חָלֵיץ. אֲמַר לֵיהּ רַב אָשׁ"
yevamot_103,36,26,6,2,2,Yevamot 103a,14,16,3,מִן הָאַרְכּוּבָּה וּלְמַעְלָה. מֵתִיב רַב כָּהֲנָא: ״וּבְשִׁלְיָתָהּ הַיּוֹצֵאת מִבֵּין רַגְלֶיהָ״!
yevamot_112b,36,18,6,2,1,Yevamot 112b,12,13,2,"שְׁנֵי אַחִין פִּקְחִין נְשׂוּאִין לִשְׁתֵּי אֲחָיוֹת, אַחַת חֵרֶשֶׁת וְאַחַת פִּקַּחַת. מֵת פִּקֵּח"
yevamot_112b,36,18,6,2,2,Yevamot 112b,15,17,3,"שְׁנֵי אַחִין, אֶחָד חֵרֵשׁ וְאֶחָד פִּקֵּחַ, נְשׂוּאִין לִשְׁתֵּי נׇכְרִיּוֹת פִּקְּחוֹת. מֵת חֵרֵש"
yevamot_115,23,23,6,1,1,Yevamot 115b,6,7,2,"אֲמַר לֵיהּ רָבִינָא לְרַב אָשֵׁי: וְלָא חָיְישִׁינַן שֶׁמָּא פִּינָּן? אֵימָא סֵיפָא, רַבִּי יוֹסֵי"
yevamot_15,32,24,6,2,1,Yevamot 15a,10,11,2,"הִכִּיר בָּהּ וְלֹא הִכִּיר בָּהּ, אִיכָּא בֵּינַיְיהוּ."
yevamot_15,32,24,6,2,2,Yevamot 15b,3,4,2,"בָּאתִי וְהוֹדַעְתִּי אֶת אַבָּא. אָמַר לִי: לֵךְ וֶאֱמוֹר לוֹ, חָבִית נְקוּבָה הָיְתָה אֶלָּא שֶׁסּ"
yevamot_18,28,14,6,1,1,Yevamot 18a,6,8,3,"אֵיתִיבֵיהּ אַבָּיֵי: שְׁנֵי אַחִין בְּעוֹלָם אֶחָד, וָמֵת אֶחָד מֵהֶן בְּלֹא וָלָד, וְעָמַד הַשֵּׁנ"
yevamot_25b,28,20,6,2,1,Yevamot 25a,12,13,2,"״מֵת״, ״הֲרַגְתִּיו״, ״הֲרַגְנוּהוּ״ — לֹא יִשָּׂא אֶת אִשְׁתּוֹ. הוּא נִיהוּ דְּלֹא יִשָּׂא אֶת אִש"
